bin(30s),Average,NinetyNinth,NinetyFifth,Ninetieth
2024-08-03 18:52:00.000,1245.6111,2342,2342,1979
2024-08-03 18:51:30.000,1324.4118,2374,2374,2309
2024-08-03 18:51:00.000,1385.75,2394,2383,2366
2024-08-03 18:50:30.000,1400.2857,2374,2353,2346
2024-08-03 18:50:00.000,1600.5,2346,2346,2330
2024-08-03 18:49:30.000,1506.4167,2374,2355,2314
2024-08-03 18:49:00.000,1468.05,2353,2331,2061
2024-08-03 18:48:30.000,1841,2669,2669,2573
