data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete,
Messages,,
Full label,eu-north-1:AWS/Lambda Invocations Sum 60,
Label,Invocations,
2024/08/03 21:48:00,13,
2024/08/03 21:49:00,44,
2024/08/03 21:50:00,39,
2024/08/03 21:51:00,41,
2024/08/03 21:52:00,18,
