bin(30s),avg(@duration),max(@duration),min(@duration)
2024-08-03 18:52:00.000,1245.0896,2341.487,1014.534
2024-08-03 18:51:30.000,1323.7731,2373.412,993.154
2024-08-03 18:51:00.000,1385.2146,2393.835,988.438
2024-08-03 18:50:30.000,1399.9323,2373.823,990.96
2024-08-03 18:50:00.000,1584.3126,2345.935,994.609
2024-08-03 18:49:30.000,1505.9693,2373.775,1004.777
2024-08-03 18:49:00.000,1467.5582,2352.34,995.022
2024-08-03 18:48:30.000,1729.4268,2452.388,1021.613
