data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete
Messages,
Full label,eu-north-1:LambdaInsights function_name:awsCrayfish total_network Maximum 60
Label,total_network
2024/08/04 16:44:00,57193
2024/08/04 16:45:00,57079
2024/08/04 16:46:00,52986
2024/08/04 16:47:00,45186
