bin(30s),avg(@duration),max(@duration),min(@duration)
2024-08-04 13:47:30.000,1351.9054,2431.267,1157.711
2024-08-04 13:47:00.000,1343.5202,2459.22,1153.888
2024-08-04 13:46:30.000,1386.2086,2477.885,1146.993
2024-08-04 13:46:00.000,1511.9023,2436.202,1171.378
2024-08-04 13:45:30.000,1668.3563,2505.109,1171.305
2024-08-04 13:45:00.000,1707.4948,2531.382,1149.572
2024-08-04 13:44:30.000,2020.381,2565.41,1186.884
2024-08-04 13:44:00.000,1354.85,1354.85,1354.85
