data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete
Messages,
Full label,eu-north-1:LambdaInsights function_name:awsCrayfish memory_utilization Sum 60
Label,memory_utilization
2024/08/04 16:44:00,50
2024/08/04 16:45:00,86
2024/08/04 16:46:00,102
2024/08/04 16:47:00,72
