bin(30s),Average,NinetyNinth,NinetyFifth,Ninetieth
2024-08-04 13:47:30.000,1352.3889,2432,2432,2421
2024-08-04 13:47:00.000,1344,2460,2460,2420
2024-08-04 13:46:30.000,1386.7143,2478,2475,2410
2024-08-04 13:46:00.000,1512.5,2437,2437,2435
2024-08-04 13:45:30.000,1668.8125,2506,2506,2425
2024-08-04 13:45:00.000,1707.963,2532,2449,2440
2024-08-04 13:44:30.000,2083.9583,2791,2752,2742
2024-08-04 13:44:00.000,1578,1578,1578,1578
