bin(30s),Average,NinetyNinth,NinetyFifth,Ninetieth
2024-08-03 08:33:30.000,1287.125,2081,2081,2059
2024-08-03 08:33:00.000,1319.375,2154,2154,2143
2024-08-03 08:32:30.000,1585.2857,2138,2130,2122
2024-08-03 08:32:00.000,1318.2273,2128,2114,2061
2024-08-03 08:31:30.000,1237.9412,2147,2147,2093
2024-08-03 08:31:00.000,1597.6154,2124,2124,2115
2024-08-03 08:30:30.000,1505.7143,2167,2167,2133
2024-08-03 08:29:30.000,1657.8095,2435,2160,2124
2024-08-03 08:29:00.000,1780.4,2430,2430,2430
