bin(30s),avg(@duration),max(@duration),min(@duration)
2024-08-05 13:33:30.000,1479.1219,2507.1,1031.476
2024-08-05 13:33:00.000,1326.4944,2496.799,1029.505
2024-08-05 13:32:30.000,1434.5946,2483.281,1013.238
2024-08-05 13:32:00.000,1584.9504,2452.22,1053.337
2024-08-05 13:31:30.000,1654.5431,2514.28,1030.682
2024-08-05 13:31:00.000,1664.0166,2487.272,1055.326
2024-08-05 13:30:30.000,1908.6645,2537.409,1029.609
2024-08-05 13:30:00.000,1294.2692,1365.151,1126.924
