data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0,metric_alias_metrics_view_graph_1,metric_alias_metrics_view_graph_2
StatusCode,Complete,Complete,Complete,
Messages,,,,
Full label,eu-north-1:AWS/Lambda Duration Minimum 60,eu-north-1:AWS/Lambda Duration Average 60,eu-north-1:AWS/Lambda Duration Maximum 60,
Label,Duration,Duration,Duration,
2024/08/05 16:30:00,1029.61,1842.2755551851853,2537.41,
2024/08/05 16:31:00,1030.68,1671.7495214285711,2514.28,
2024/08/05 16:32:00,1013.24,1487.8090904545452,2483.28,
2024/08/05 16:33:00,1029.5,1375.7488880555554,2507.1,
