data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete
Messages,
Full label,eu-north-1:LambdaInsights function_name:awsCrayfish memory_utilization Sum 60
Label,memory_utilization
2024/08/05 16:30:00,54
2024/08/05 16:31:00,84
2024/08/05 16:32:00,88
2024/08/05 16:33:00,72
