bin(1m),avg(@duration),max(@duration),min(@duration),"pct(@duration, 99)",count(@duration)
2024-08-05 13:33:00.000,1387.5454,2507.1,1029.505,2507.1,40
2024-08-05 13:32:00.000,1487.2192,2483.281,1013.238,2483.281,40
2024-08-05 13:31:00.000,1657.7009,2514.28,1030.682,2514.28,42
2024-08-05 13:30:00.000,1794.8876,2537.409,1029.609,2537.409,27
