@timestamp,requestId,functionArn,executionTime
2024-08-06 17:46:13.662,,,
2024-08-06 17:46:13.662,,,
2024-08-06 17:46:13.664,,,
2024-08-06 17:46:13.667,,,
2024-08-06 17:46:13.675,,,
2024-08-06 17:46:13.859,,,
2024-08-06 17:46:13.860,,,
2024-08-06 17:46:13.862,,,
2024-08-06 17:46:13.863,,,
2024-08-06 17:46:13.865,,,
2024-08-06 17:46:13.865,,,
2024-08-06 17:46:13.867,,,
2024-08-06 17:46:13.867,,,
2024-08-06 17:46:13.874,,,
2024-08-06 17:46:13.875,,,
2024-08-06 17:46:13.882,,,
2024-08-06 17:46:13.885,,,
2024-08-06 17:46:13.886,,,
2024-08-06 17:46:13.886,,,
2024-08-06 17:46:13.886,,,
2024-08-06 17:46:13.888,,,
2024-08-06 17:46:13.889,,,
2024-08-06 17:46:13.889,,,
2024-08-06 17:46:13.893,,,
2024-08-06 17:46:13.893,,,
2024-08-06 17:46:14.766,,,
2024-08-06 17:46:14.874,,,
2024-08-06 17:46:14.875,ec39e079-4749-5de1-b8e6-bf5524d37dd7,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.008023812s
2024-08-06 17:46:14.875,,,
2024-08-06 17:46:14.876,,,
2024-08-06 17:46:14.877,,,
2024-08-06 17:46:14.877,873b414e-0eab-55f4-b069-1e626d31f038,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.007326859s
2024-08-06 17:46:14.878,,,
2024-08-06 17:46:14.879,,,
2024-08-06 17:46:14.948,,,
2024-08-06 17:46:14.980,,,
2024-08-06 17:46:14.981,,,
2024-08-06 17:46:14.986,,,
2024-08-06 17:46:14.987,,,
2024-08-06 17:46:15.047,,,
2024-08-06 17:46:15.047,2f907580-a592-559b-97e3-2aacc6090bf5,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.15071876s
2024-08-06 17:46:15.047,,,
2024-08-06 17:46:15.052,,,
2024-08-06 17:46:15.063,,,
2024-08-06 17:46:15.063,b5815b87-e510-5f7a-93ca-04ab868b2174,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.162272118s
2024-08-06 17:46:15.063,,,
2024-08-06 17:46:15.064,,,
2024-08-06 17:46:15.131,,,
2024-08-06 17:46:15.141,,,
2024-08-06 17:46:15.143,,,
2024-08-06 17:46:15.155,,,
2024-08-06 17:46:15.155,,,
2024-08-06 17:46:15.880,,,
2024-08-06 17:46:16.107,,,
2024-08-06 17:46:16.107,9987e491-c15a-5beb-b82e-bbbda2fca5e5,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.114231599s
2024-08-06 17:46:16.108,,,
2024-08-06 17:46:16.109,,,
2024-08-06 17:46:16.172,,,
2024-08-06 17:46:16.172,57d923ca-fc0b-5d60-96ef-7ce69fad88ac,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.016275813s
2024-08-06 17:46:16.172,,,
2024-08-06 17:46:16.174,,,
2024-08-06 17:46:16.183,,,
2024-08-06 17:46:16.184,,,
2024-08-06 17:46:16.197,,,
2024-08-06 17:46:16.197,cf91e7bc-7bca-5405-8f3a-b89018515cac,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.308033017s
2024-08-06 17:46:16.199,,,
2024-08-06 17:46:16.291,,,
2024-08-06 17:46:16.488,,,
2024-08-06 17:46:16.612,,,
2024-08-06 17:46:17.169,,,
2024-08-06 17:46:17.169,bd41b0b4-e936-546e-b964-ef988a9efa00,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,973.136748ms
2024-08-06 17:46:17.170,,,
2024-08-06 17:46:17.359,,,
2024-08-06 17:46:17.359,f7301ad2-2f2b-52fb-af2d-45fe4c8c3737,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.221500116s
2024-08-06 17:46:17.360,,,
2024-08-06 17:46:17.376,,,
2024-08-06 17:46:17.376,f7aa2c6e-67b9-5045-81fb-734204115f9d,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.077608292s
2024-08-06 17:46:17.378,,,
2024-08-06 17:46:17.549,,,
2024-08-06 17:46:17.549,7673bcbd-53fb-57ac-ac77-e3913053c260,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.05824035s
2024-08-06 17:46:17.550,,,
2024-08-06 17:46:17.561,,,
2024-08-06 17:46:17.561,c79dc5d5-d0a4-54bd-98b2-9af9b30c048b,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,946.527512ms
2024-08-06 17:46:17.562,,,
2024-08-06 17:46:17.683,,,
2024-08-06 17:46:17.785,,,
2024-08-06 17:46:18.038,,,
2024-08-06 17:46:18.038,b57050c5-4624-5cf6-bd64-0fe92583a32e,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.150608673s
2024-08-06 17:46:18.040,,,
2024-08-06 17:46:18.156,,,
2024-08-06 17:46:18.651,,,
2024-08-06 17:46:18.651,7313accc-5ef2-51e2-8ece-f3e03d5b842e,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,965.213815ms
2024-08-06 17:46:18.652,,,
2024-08-06 17:46:19.184,,,
2024-08-06 17:46:19.184,a5a5f6d0-9aa7-58b8-8bbe-a9fcf90dfd74,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.025971335s
2024-08-06 17:46:19.185,,,
2024-08-06 17:46:19.902,,,
2024-08-06 17:46:19.902,25c56d55-189d-5e5b-872a-32797b34f183,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.113085213s
2024-08-06 17:46:19.904,,,
2024-08-06 17:46:34.579,,,
2024-08-06 17:46:34.589,,,
2024-08-06 17:46:34.597,,,
2024-08-06 17:46:34.598,,,
2024-08-06 17:46:34.599,,,
2024-08-06 17:46:35.533,,,
2024-08-06 17:46:35.533,7e110636-69a6-56f3-ad86-591a0a0cc92b,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,931.287664ms
2024-08-06 17:46:35.534,,,
2024-08-06 17:46:35.567,,,
2024-08-06 17:46:35.660,,,
2024-08-06 17:46:35.660,0b22b28b-bcda-54da-b26c-eda7df7014ec,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.079050145s
2024-08-06 17:46:35.661,,,
2024-08-06 17:46:35.665,,,
2024-08-06 17:46:35.665,8518707c-717b-5a67-8305-2f5012d1afab,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.063275843s
2024-08-06 17:46:35.667,,,
2024-08-06 17:46:35.681,,,
2024-08-06 17:46:35.681,9850eddc-a627-5136-bc53-b2f0c58def58,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.08147876s
2024-08-06 17:46:35.682,,,
2024-08-06 17:46:36.005,,,
2024-08-06 17:46:36.526,,,
2024-08-06 17:46:36.526,f5bfdbfd-c807-58f8-accf-84d1abb7ebd0,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,957.163374ms
2024-08-06 17:46:36.527,,,
2024-08-06 17:46:36.570,,,
2024-08-06 17:46:36.713,,,
2024-08-06 17:46:36.713,dcb4f797-4674-54ad-8fdb-a8bb25dfdc04,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.120172789s
2024-08-06 17:46:36.714,,,
2024-08-06 17:46:36.883,,,
2024-08-06 17:46:37.027,,,
2024-08-06 17:46:37.966,,,
2024-08-06 17:46:37.966,607e20a2-ec35-540c-acf1-7f8e8f89ba62,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.081655085s
2024-08-06 17:46:37.967,,,
2024-08-06 17:46:38.100,,,
2024-08-06 17:46:38.100,ac255e24-504d-5c86-9e26-010833f6394a,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.089705686s
2024-08-06 17:46:38.101,,,
2024-08-06 17:46:38.114,,,
2024-08-06 17:46:38.114,0670269b-a8b9-5dc9-b33b-79b7cb059dff,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.084899533s
2024-08-06 17:46:38.115,,,
2024-08-06 17:46:38.440,,,
2024-08-06 17:46:38.440,c6127a25-f38c-51c1-aa06-2509903c78ba,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.861956369s
2024-08-06 17:46:38.441,,,
2024-08-06 17:46:38.518,,,
2024-08-06 17:46:38.541,,,
2024-08-06 17:46:38.746,,,
2024-08-06 17:46:40.393,,,
2024-08-06 17:46:40.393,3135fd45-e54b-55f0-8583-a26986f53d59,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.870462491s
2024-08-06 17:46:40.394,,,
2024-08-06 17:46:40.414,,,
2024-08-06 17:46:40.730,,,
2024-08-06 17:46:40.730,8c0e61f5-ae42-52fc-925e-3ed9cdfc0cd0,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.185219376s
2024-08-06 17:46:40.731,,,
2024-08-06 17:46:40.965,,,
2024-08-06 17:46:40.965,bb780bc1-0f31-5ae9-8b28-54ed6c8fff25,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.213856589s
2024-08-06 17:46:40.966,,,
2024-08-06 17:46:41.344,,,
2024-08-06 17:46:41.344,5df11abf-c242-5860-a7b2-4593a1fcb0c9,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,927.533185ms
2024-08-06 17:46:41.345,,,
2024-08-06 17:46:52.588,,,
2024-08-06 17:46:52.619,,,
2024-08-06 17:46:52.632,,,
2024-08-06 17:46:52.687,,,
2024-08-06 17:46:52.697,,,
2024-08-06 17:46:52.793,,,
2024-08-06 17:46:52.807,,,
2024-08-06 17:46:53.527,,,
2024-08-06 17:46:53.527,a522a7f2-e68f-5a57-8187-f8de854e547b,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,935.991108ms
2024-08-06 17:46:53.528,,,
2024-08-06 17:46:53.538,,,
2024-08-06 17:46:53.708,,,
2024-08-06 17:46:53.708,75fe6218-4971-5ec8-9ef2-3d342ab19de0,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.0874694s
2024-08-06 17:46:53.709,,,
2024-08-06 17:46:53.709,,,
2024-08-06 17:46:53.725,,,
