data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete,
Messages,,
Full label,eu-north-1:LambdaInsights function_name:awsCrayfish cpu_total_time Maximum 60,
Label,cpu_total_time,
2024/08/07 16:27:00,2070,
2024/08/07 16:28:00,2060,
2024/08/07 16:29:00,2020,
2024/08/07 16:30:00,2190,
