bin(1m),avg(@duration),max(@duration),min(@duration),"pct(@duration, 99)",count(@duration)
2024-08-07 13:30:00.000,1156.2329,1991.997,917.515,1991.997,17
2024-08-07 13:29:00.000,1147.1833,2096.42,916.102,2096.42,54
2024-08-07 13:28:00.000,1295.3974,2064.215,909.817,2064.215,48
2024-08-07 13:27:00.000,1328.5138,2011.331,912.588,2011.331,38
