data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete,
Messages,,
Full label,eu-north-1:LambdaInsights function_name:awsCrayfish init_duration Average 60,
Label,init_duration,
2024/08/07 16:27:00,213.71428571428572,
2024/08/07 16:28:00,220,
2024/08/07 16:29:00,218,
