data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete
Messages,
Full label,eu-north-1:LambdaInsights function_name:awsCrayfish total_network Maximum 60
Label,total_network
2024/08/07 16:27:00,57343
2024/08/07 16:28:00,48144
2024/08/07 16:29:00,47376
2024/08/07 16:30:00,36404
