bin(30s),avg(@duration),max(@duration),min(@duration)
2024-08-07 13:30:00.000,1156.2329,1991.997,917.515
2024-08-07 13:29:30.000,1068.4839,2096.42,916.102
2024-08-07 13:29:00.000,1304.5821,1991.414,926.378
2024-08-07 13:28:30.000,1291.3461,2064.215,909.817
2024-08-07 13:28:00.000,1300.6063,2041.796,932.998
2024-08-07 13:27:30.000,1337.2639,1961.538,926.29
2024-08-07 13:27:00.000,1315.097,2011.331,912.588
