data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete,
Messages,,
Full label,eu-north-1:AWS/Lambda Invocations Sum 60,
Label,Invocations,
2024/08/08 21:24:00,24,
2024/08/08 21:25:00,57,
2024/08/08 21:26:00,45,
2024/08/08 21:27:00,19,
