data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete,
Messages,,
Full label,eu-north-1:LambdaInsights function_name:awsCrayfish total_network Average 60,
Label,total_network,
2024/08/08 21:24:00,38266.208333333336,
2024/08/08 21:25:00,30573.40350877193,
2024/08/08 21:26:00,30076.28888888889,
2024/08/08 21:27:00,25007.78947368421,
