bin(30s),avg(@duration),max(@duration),min(@duration)
2024-08-03 12:17:30.000,1993.84,3579.184,1458.513
2024-08-03 12:17:00.000,2085.7595,3556.762,1509.025
2024-08-03 12:16:30.000,2139.0588,3524.136,1454.097
2024-08-03 12:16:00.000,2093.1648,3581.416,1577.679
2024-08-03 12:15:30.000,2061.0836,3593.19,1481.253
2024-08-03 12:15:00.000,2153.4868,3561.551,1495.195
2024-08-03 12:14:30.000,2549.925,3588.858,1530.866
2024-08-03 12:14:00.000,1780.2022,1844.688,1631.022
