data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete
Messages,
Full label,eu-north-1:LambdaInsights function_name:awsCrayfish total_network Maximum 60
Label,total_network
2024/08/06 12:19:00,49607
2024/08/06 12:20:00,39872
2024/08/06 12:21:00,32355
2024/08/06 12:22:00,45101
