bin(30s),avg(@duration),max(@duration),min(@duration)
2024-08-06 09:22:30.000,1257.1754,2251.886,915.853
2024-08-06 09:22:00.000,1266.0124,2316.363,916.391
2024-08-06 09:21:30.000,1169.3891,2266.977,896.2
2024-08-06 09:21:00.000,1147.3984,2256.833,884.883
2024-08-06 09:20:30.000,1271.8439,2152.759,916.694
2024-08-06 09:20:00.000,1368.6781,2444.536,917.778
2024-08-06 09:19:30.000,1288.2413,2204.346,916.007
2024-08-06 09:19:00.000,1776.0112,2374.948,957.965
