@timestamp,requestId,functionArn,executionTime
2024-08-08 13:39:06.044,,,
2024-08-08 13:39:06.047,,,
2024-08-08 13:39:06.053,,,
2024-08-08 13:39:06.067,,,
2024-08-08 13:39:06.101,,,
2024-08-08 13:39:06.262,,,
2024-08-08 13:39:06.263,,,
2024-08-08 13:39:06.272,,,
2024-08-08 13:39:06.272,,,
2024-08-08 13:39:06.286,,,
2024-08-08 13:39:06.287,,,
2024-08-08 13:39:06.287,,,
2024-08-08 13:39:06.288,,,
2024-08-08 13:39:06.291,,,
2024-08-08 13:39:06.292,,,
2024-08-08 13:39:06.293,,,
2024-08-08 13:39:06.293,,,
2024-08-08 13:39:06.324,,,
2024-08-08 13:39:06.325,,,
2024-08-08 13:39:06.328,,,
2024-08-08 13:39:06.329,,,
2024-08-08 13:39:06.339,,,
2024-08-08 13:39:06.339,,,
2024-08-08 13:39:06.348,,,
2024-08-08 13:39:06.348,,,
2024-08-08 13:39:07.025,,,
2024-08-08 13:39:07.025,31a8fdee-bbaf-5ef6-9883-a2c0771f2fe2,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,729.000441ms
2024-08-08 13:39:07.025,,,
2024-08-08 13:39:07.027,,,
2024-08-08 13:39:07.193,,,
2024-08-08 13:39:07.193,6144a06c-30b8-5000-8cb6-ff42fc0b8f51,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,893.145532ms
2024-08-08 13:39:07.194,,,
2024-08-08 13:39:07.196,,,
2024-08-08 13:39:07.210,,,
2024-08-08 13:39:07.210,d26e90b4-c221-53a3-93a1-cf9a0e90b589,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,869.241ms
2024-08-08 13:39:07.211,,,
2024-08-08 13:39:07.212,,,
2024-08-08 13:39:07.270,,,
2024-08-08 13:39:07.347,,,
2024-08-08 13:39:07.717,,,
2024-08-08 13:39:07.956,,,
2024-08-08 13:39:07.963,,,
2024-08-08 13:39:07.963,d4f38895-2711-580f-b34a-d7bbebbeaafe,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.687166715s
2024-08-08 13:39:07.964,,,
2024-08-08 13:39:08.060,,,
2024-08-08 13:39:08.073,,,
2024-08-08 13:39:08.073,e15c957f-4738-5dba-b95c-ca518b8de9f7,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.720449848s
2024-08-08 13:39:08.075,,,
2024-08-08 13:39:08.740,,,
2024-08-08 13:39:08.798,,,
2024-08-08 13:39:08.881,,,
2024-08-08 13:39:08.881,30137db8-00b1-5912-8857-2296cc0a1f3c,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.605849028s
2024-08-08 13:39:08.882,,,
2024-08-08 13:39:08.950,,,
2024-08-08 13:39:08.950,d31e992a-9723-542e-adbf-c6045b98c204,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.595232358s
2024-08-08 13:39:08.951,,,
2024-08-08 13:39:08.955,,,
2024-08-08 13:39:09.070,,,
2024-08-08 13:39:09.116,,,
2024-08-08 13:39:09.116,d7444e34-90d5-55a3-a2cf-111a5c6ec38d,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.394146728s
2024-08-08 13:39:09.117,,,
2024-08-08 13:39:09.569,,,
2024-08-08 13:39:09.569,c0a9484f-0408-5ef1-8f9d-1761c8b431a0,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,827.248925ms
2024-08-08 13:39:09.571,,,
2024-08-08 13:39:10.403,,,
2024-08-08 13:39:10.403,9e9fe7f3-9411-5528-a1ec-b8dd58ad97d9,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.598363411s
2024-08-08 13:39:10.404,,,
2024-08-08 13:39:10.549,,,
2024-08-08 13:39:10.549,e15808b0-ac24-573d-8acb-579e60987370,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.590892026s
2024-08-08 13:39:10.550,,,
2024-08-08 13:39:10.670,,,
2024-08-08 13:39:10.670,385177b0-3128-54b7-8bef-289efd95c299,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.594928692s
2024-08-08 13:39:10.671,,,
2024-08-08 13:39:24.409,,,
2024-08-08 13:39:24.440,,,
2024-08-08 13:39:24.472,,,
2024-08-08 13:39:24.507,,,
2024-08-08 13:39:24.564,,,
2024-08-08 13:39:24.896,,,
2024-08-08 13:39:24.912,,,
2024-08-08 13:39:25.091,,,
2024-08-08 13:39:25.098,,,
2024-08-08 13:39:25.108,,,
2024-08-08 13:39:25.114,,,
2024-08-08 13:39:25.125,,,
2024-08-08 13:39:25.127,,,
2024-08-08 13:39:25.131,,,
2024-08-08 13:39:25.131,,,
2024-08-08 13:39:25.245,,,
2024-08-08 13:39:25.245,49306541-4135-5330-b8f6-3a6f8d8841c1,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,832.395364ms
2024-08-08 13:39:25.246,,,
2024-08-08 13:39:25.260,,,
2024-08-08 13:39:25.260,cc65d6e9-76e9-5f27-b22a-89c7ba57b90d,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,748.426356ms
2024-08-08 13:39:25.261,,,
2024-08-08 13:39:25.262,,,
2024-08-08 13:39:25.262,02de8c77-1f38-5c08-9e6a-d359d3fdb739,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,818.620436ms
2024-08-08 13:39:25.264,,,
2024-08-08 13:39:25.272,,,
2024-08-08 13:39:25.304,,,
2024-08-08 13:39:25.304,a1ddef7d-da78-5f82-9dea-b05316c519ac,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,828.994432ms
2024-08-08 13:39:25.305,,,
2024-08-08 13:39:25.497,,,
2024-08-08 13:39:25.596,,,
2024-08-08 13:39:25.623,,,
2024-08-08 13:39:25.970,,,
2024-08-08 13:39:25.970,ef044c0e-4e93-5bb6-a126-1320822cfffb,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.402242038s
2024-08-08 13:39:25.971,,,
2024-08-08 13:39:26.038,,,
