data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete
Messages,
Full label,eu-north-1:LambdaInsights function_name:awsCrayfish total_network Average 60
Label,total_network
2024/08/08 16:39:00,33906.735849056604
2024/08/08 16:40:00,26324.73076923077
2024/08/08 16:41:00,25045.381818181817
