bin(30s),avg(@duration),max(@duration),min(@duration)
2024-08-08 13:41:30.000,920.4191,1625.666,688.911
2024-08-08 13:41:00.000,824.0798,1654.145,659.49
2024-08-08 13:40:30.000,837.7619,1575.565,672.632
2024-08-08 13:40:00.000,1143.8545,1753.661,668.279
2024-08-08 13:39:30.000,1087.4607,1638.551,686.671
2024-08-08 13:39:00.000,1233.4702,1745.68,739.228
