data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete
Messages,
Full label,eu-north-1:AWS/Lambda FunctionName:awsCrayfish Duration Average 60
Label,Duration
2024/08/08 16:39:00,1223.8371696226416
2024/08/08 16:40:00,903.3432690384614
2024/08/08 16:41:00,853.8565449090911
