data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete
Messages,
Full label,eu-north-1:AWS/Lambda Invocations Maximum 60
Label,Invocations
2024/08/08 16:39:00,1
2024/08/08 16:40:00,1
2024/08/08 16:41:00,1
