data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0
StatusCode,Complete,
Messages,,
Full label,eu-north-1:LambdaInsights function_name:awsCrayfish memory_utilization Sum 60,
Label,memory_utilization,
2024/08/08 16:39:00,106,
2024/08/08 16:40:00,104,
2024/08/08 16:41:00,110,
