bin(30s),avg(@duration),max(@duration),min(@duration)
2024-08-06 05:09:30.000,1923.5,2822.147,1325.882
2024-08-06 05:09:00.000,1672.3927,2779.732,1139.675
2024-08-06 05:08:30.000,1824.6647,2802.917,1276.375
2024-08-06 05:08:00.000,1795.5191,2794.327,1300.032
2024-08-06 05:07:30.000,1953.8018,2755.501,1277.261
2024-08-06 05:07:00.000,1820.9436,2775.711,1290.288
2024-08-06 05:06:30.000,2293.129,2749.748,1323.807
2024-08-06 05:06:00.000,2023.2334,2934.714,1172.057
